ID,品类,标题,店铺名,原价,快递费,快递地区,基本信息,是否天猫,活动价1,累计评价1,月销量1,信誉1,活动价2,累计评价2,月销量2,信誉2,活动价3,累计评价3,月销量3,信誉3,活动价4,累计评价4,月销量4,信誉4,活动价5,累计评价5,月销量5,信誉5,活动价6,累计评价6,月销量6,信誉6,商品名,经济体,省份,地级市,品牌,种蛋,土鸡,蛋包,生食,柴笨,虫草,无菌,谷物,杂粮,草鸡,粮食,土特产,乌骨鸡,苏北,野山,林下,绿皮,胚蛋,山鸡,柴鸡,安全,激素,九华山,大别山,乌鸡,伊势,无抗,一盒,日本,麻酱,皖南,深山,变蛋,五谷,纯粮,毛蛋,大山,五谷杂粮,竹林,田园,草柴,家,柴草,鲜蛋,泰和,蛋土,当日,实蛋,溏,月销量,月销量_log,月均销量,月均评价数,price_log,商品价段
567797118294,蛋,[山客自养] 绿色有机土鸡蛋 农村散养 20枚装 破蛋包赔,267f241390522d93,56.2,12.0,吉林,包装方式：食用农产品||产地：中国大陆||省份：吉林省||城市：吉林市||枚数：20枚||净含量：1200g||||||,0,56.2,11.0,0.0,816.0,56.2,9.0,0.0,862.0,56.2,5.0,0.0,914.0,56.2,4.0,0.0,928.0,56.2,4.0,0.0,938.0,56.2,0.0,0.0,939.0,鸡蛋,中国大陆,吉林省,吉林,其他,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,4.046553898385752,"(50, 60]"
550183128850,蛋,天飨村 咕叽咕叽农家散养新鲜纯天然30枚 粉壳土鸡蛋,891d50a4b916c106,55.0,0.0,湖南 长沙,包装方式：食用农产品||同城服务：同城24小时卖家送货上门||售卖方式：组合||是否为有机食品：是||生鲜储存温度：0-8℃||产地：中国大陆||省份：湖南省||城市：长沙市||枚数：30枚||净含量：1000g||||||,0,55.0,27.0,5.0,2371.0,55.0,28.0,8.0,2378.0,55.0,27.0,11.0,2381.0,55.0,17.0,2.0,2383.0,55.0,14.0,1.0,2385.0,55.0,12.0,0.0,2385.0,鸡蛋,中国大陆,湖南省,长沙,其他,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,1.6094379124341003,4.0,21.0,4.02535169073515,"(50, 60]"
569390163639,蛋,正宗农村农家野外散养土鸡蛋 新鲜草鸡蛋柴笨鸡蛋 富硒土鸡蛋30枚,7a6d2e534db34688,43.8,0.0,安徽 安庆,净含量：1350g||包装方式：食用农产品||枚数：30枚||产地：中国大陆||省份：安徽省||城市：安庆市||||||,0,43.8,181.0,24.0,13464.0,43.8,171.0,10.0,13664.0,43.8,142.0,14.0,13738.0,43.8,114.0,6.0,13759.0,43.8,76.0,5.0,13770.0,43.8,42.0,1.0,13776.0,鸡蛋,中国大陆,安徽省,安庆,其他,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,2.3978952727983707,10.0,121.0,3.8022081394209395,"(40, 50]"
43843684710,蛋,【桃咏】桃园散养鸡蛋 30枚装,5608ff70ee6371f3,60.0,0.0,上海,生产日期：2016年09月12日 至 2016年09月13日||品牌：桃咏||系列：草鸡蛋||规格：盒||包装方式：包装||产地：中国大陆||省份：上海||净含量：1500g||厂名：上海桃咏桃业专业合作社||厂址：浦东新区新环西路605号||厂家联系方式：58028099||保质期：30||||||,1,60.0,158.0,14.0,-1.0,60.0,164.0,14.0,-1.0,60.0,165.0,16.0,-1.0,60.0,163.0,8.0,-1.0,60.0,161.0,13.0,-1.0,60.0,162.0,19.0,-1.0,鸡蛋,中国大陆,上海市,其他,桃咏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,2.70805020110221,14.0,162.0,4.110873864173311,"(50, 60]"
575660454813,蛋,千岛湖高山土鸡蛋30枚农家野外散养土鸡蛋,adee90c17b4122d8,60.0,5.0,浙江 杭州,包装方式：食用农产品||生鲜储存温度：25℃||产地：中国大陆||省份：浙江省||城市：千岛湖||枚数：30枚||净含量：40g||||||,0,60.0,8.0,2.0,16.0,60.0,9.0,2.0,17.0,60.0,9.0,0.0,17.0,60.0,5.0,0.0,17.0,60.0,5.0,0.0,17.0,60.0,1.0,0.0,17.0,鸡蛋,中国大陆,浙江省,千岛湖,其他,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.6931471805599453,1.0,6.0,4.110873864173311,"(50, 60]"
554004623856,蛋,崇明我家的三分地 农场精品散养草鸡土鸡蛋 绿壳蛋 2.8元,cbc6409d03e86065,3.5,12.0,上海,净含量：75g||包装方式：食用农产品||枚数：200枚||产地：中国大陆||省份：上海||||||,0,2.8,34.0,71.0,21285.0,2.8,41.0,240.0,21632.0,2.8,44.0,112.0,21886.0,2.8,41.0,395.0,22105.0,2.8,48.0,133.0,22415.0,2.8,39.0,115.0,22627.0,鸡蛋,中国大陆,上海市,其他,其他,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,178.0,5.187385805840755,178.0,41.0,1.5040773967762742,"(0, 10]"
544746952952,蛋,新鲜七彩野鸡蛋30枚山鸡蛋散养高营养新鲜草鸡蛋农家土鸡蛋,8636fc440a806b90,46.8,0.0,河南 鹤壁,包装方式：食用农产品||同城服务：同城24小时卖家送货上门||售卖方式：单品||是否为有机食品：否||生鲜储存温度：0-8℃||产地：中国大陆||省份：河南省||城市：鹤壁市||枚数：30枚||净含量：30g||||||,0,42.0,33.0,7.0,201.0,42.0,33.0,18.0,206.0,42.0,50.0,28.0,224.0,39.5,49.0,11.0,252.0,33.0,56.0,26.0,270.0,33.0,85.0,28.0,289.0,鸡蛋,中国大陆,河南省,鹤壁,其他,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0,3.044522437723423,20.0,51.0,3.86702563949741,"(40, 50]"
550832976067,蛋,野鸡蛋60枚 七彩野山鸡蛋新鲜农家野外散养山鸡蛋包邮七彩野鸡蛋,7176bbe8b77bee8a,180.0,0.0,山东 济南,包装方式：食用农产品||同城服务：同城24小时物流送货上门||售卖方式：单品||生鲜储存温度：0-8℃||产地：中国大陆||省份：山东省||城市：济南市||套餐份量：5人份||套餐周期：1周||配送频次：1周2次||枚数：60枚||净含量：1500g||||||,0,89.9,2590.0,812.0,10698.0,89.9,2771.0,1135.0,11304.0,89.9,2742.0,1580.0,11908.0,85.0,2628.0,849.0,12362.0,75.0,2889.0,1208.0,13155.0,68.0,3243.0,976.0,14045.0,鸡蛋,中国大陆,山东省,济南,其他,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1093.0,6.9975959829819265,1093.0,2810.0,5.198497031265826,"(170, 180]"
575094782466,蛋,40枚正宗凸农土鸡蛋 山里农村家放散养新鲜 笨鸡蛋草鸡蛋柴鸡蛋,3c27ed0298436553,58.0,0.0,安徽 安庆,生产日期：2018年06月30日 至 2018年07月30日||品牌：凸农||系列：30||规格：30||产地：中国大陆||省份：安徽省||城市：安庆市||是否为有机食品：否||包装方式：包装||售卖方式：单品||套餐份量：5人份||净含量：1260g||生鲜储存温度：8-15℃||枚数：30枚||厂名：安徽蓝天生态农业发展有限公司||厂址：岳西县石关乡蛇形村胜利组||厂家联系方式：18054085578||保质期：30||||||,1,52.8,1975.0,1580.0,-1.0,56.8,3030.0,1940.0,-1.0,56.8,3661.0,1201.0,-1.0,58.0,3793.0,375.0,-1.0,50.8,3986.0,472.0,-1.0,48.8,4048.0,254.0,-1.0,鸡蛋,中国大陆,安徽省,安庆,凸农,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,970.0,6.878326468291325,970.0,3416.0,4.07753744390572,"(50, 60]"
539144800063,蛋,【仅供餐饮料理客户】兰皇可生食の鲜鸡蛋5Kg/85枚 商业料理装,e7d2e6a5db8ed60b,212.0,0.0,上海,生产日期：2018年10月30日 至 2018年10月30日||品牌：兰皇||系列：兰系列||规格：均重55g+||包装方式：包装||产地：中国大陆||省份：上海||同城服务：同城24小时物流送货上门||售卖方式：单品||是否为有机食品：否||生鲜储存温度：0-8℃||枚数：85枚||净含量：5000g||产品标准号：GB2749-2015||厂名：日本独资 上海大鹤蛋品有限公司||厂址：上海市浦东新区鹿园工业区鹿达路39号1幢||厂家联系方式：4000301526||配料表：玉米、鱼粉、玉米蛋白、啤酒酵母、海藻粉末、乳酸菌、 钙、米糠、维生素等||储藏方法：常温，建议冰箱冷藏||保质期：30||||||,1,225.0,2251.0,659.0,-1.0,225.0,2300.0,705.0,-1.0,225.0,2342.0,886.0,-1.0,225.0,2343.0,479.0,-1.0,225.0,2322.0,823.0,-1.0,225.0,2324.0,836.0,-1.0,鸡蛋,中国大陆,上海市,其他,兰皇,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731.0,6.595780513961311,731.0,2314.0,5.3612921657094255,"(200, 300]"
